0,-36,-72,-107,-142,-176,-210,-243,-275,-307,
0,-33,-66,-99,-131,-163,-194,-225,-255,-285,
0,-31,-62,-92,-122,-152,-181,-210,-238,-266,
0,-29,-58,-86,-114,-142,-169,-196,-223,-249,
0,-27,-54,-81,-107,-133,-159,-184,-210,-234,
0,-25,-51,-76,-101,-126,-150,-174,-198,-221,
0,-24,-48,-72,-95,-119,-142,-165,-187,-210,
0,-23,-45,-68,-90,-113,-135,-156,-178,-199,
0,-21,-43,-65,-86,-107,-128,-149,-169,-189,
0,-20,-41,-62,-82,-102,-122,-142,-161,-181,
0,-19,-39,-59,-78,-98,-117,-135,-154,-173,
0,-19,-38,-56,-75,-93,-112,-130,-148,-166,
0,-18,-36,-54,-72,-90,-107,-124,-142,-159,
0,-17,-35,-52,-69,-86,-103,-120,-136,-153,
0,-16,-33,-50,-66,-83,-99,-115,-131,-147,
0,-16,-32,-48,-64,-80,-95,-111,-126,-142,
0,-15,-31,-46,-62,-77,-92,-107,-122,-137,
0,-15,-30,-45,-60,-74,-89,-103,-118,-132,
0,-14,-29,-43,-58,-72,-86,-100,-114,-128,
0,-14,-28,-42,-56,-70,-83,-97,-110,-124,
0,-13,-27,-40,-54,-67,-81,-94,-107,-120,
0,-13,-26,-39,-52,-65,-78,-91,-104,-117,
0,-12,-25,-38,-51,-63,-76,-88,-101,-113,
0,-12,-25,-37,-49,-62,-74,-86,-98,-110,
0,-12,-24,-36,-48,-60,-72,-84,-95,-107,
0,-11,-23,-35,-47,-58,-70,-81,-93,-104,
0,-11,-23,-34,-45,-57,-68,-79,-90,-102,
0,-11,-22,-33,-44,-55,-66,-77,-88,-99,
0,-10,-21,-32,-43,-54,-65,-75,-86,-97,
0,-10,-21,-32,-42,-53,-63,-74,-84,-94,
0,-10,-20,-31,-41,-51,-62,-72,-82,-92,
0,-10,-20,-30,-40,-50,-60,-70,-80,-90,
0,-10,-19,-29,-39,-49,-59,-69,-78,-88,
0,-9,-19,-29,-38,-48,-58,-67,-77,-86,
0,-9,-19,-28,-38,-47,-56,-66,-75,-84,
0,-9,-18,-27,-37,-46,-55,-64,-73,-82,
0,-9,-18,-27,-36,-45,-54,-63,-72,-81,
0,-8,-17,-26,-35,-44,-53,-62,-70,-79,
0,-8,-17,-26,-35,-43,-52,-60,-69,-77,
0,-8,-17,-25,-34,-42,-51,-59,-68,-76,
0,-8,-16,-25,-33,-42,-50,-58,-66,-75,
0,-8,-16,-24,-33,-41,-49,-57,-65,-73,
0,-8,-16,-24,-32,-40,-48,-56,-64,-72,
0,-8,-15,-23,-31,-39,-47,-55,-63,-71,
0,-7,-15,-23,-31,-39,-46,-54,-62,-69,
0,-7,-15,-23,-30,-38,-45,-53,-61,-68,
0,-7,-15,-22,-30,-37,-45,-52,-60,-67,
0,-7,-14,-22,-29,-37,-44,-51,-58,-66,
0,-7,-14,-21,-29,-36,-43,-50,-58,-65,
0,-7,-14,-21,-28,-35,-42,-50,-57,-64,
0,-7,-14,-21,-28,-35,-42,-49,-56,-63,
0,-6,-13,-20,-27,-34,-41,-48,-55,-62,
0,-6,-13,-20,-27,-34,-40,-47,-54,-61,
0,-6,-13,-20,-26,-33,-40,-46,-53,-60,
0,-6,-13,-19,-26,-32,-39,-45,-52,-58,
0,-6,-12,-19,-25,-31,-38,-44,-50,-56,
0,-6,-12,-18,-25,-31,-37,-43,-49,-55,
0,-6,-12,-18,-24,-30,-36,-43,-49,-55,
0,-6,-12,-18,-24,-30,-36,-42,-48,-54,
0,-6,-12,-18,-24,-30,-35,-41,-47,-53,
0,-5,-11,-17,-23,-29,-35,-41,-47,-52,
0,-5,-11,-17,-23,-29,-35,-40,-46,-52,
0,-5,-11,-17,-23,-28,-34,-40,-45,-51,
0,-5,-11,-16,-22,-28,-33,-39,-44,-50,
0,-5,-11,-16,-22,-27,-33,-38,-44,-49,
0,-5,-10,-16,-21,-27,-32,-38,-43,-49,
0,-5,-10,-16,-21,-27,-32,-37,-43,-48,
0,-5,-10,-16,-21,-26,-32,-37,-42,-47,
0,-5,-10,-15,-21,-26,-31,-36,-42,-47,
0,-5,-10,-15,-20,-26,-31,-36,-41,-46,
0,-5,-10,-15,-20,-25,-30,-36,-41,-46,
0,-5,-10,-15,-20,-25,-30,-35,-40,-45,
0,-5,-10,-15,-20,-25,-30,-35,-40,-45,
0,-5,-10,-14,-19,-24,-29,-34,-39,-44,
0,-4,-9,-14,-19,-24,-29,-34,-39,-44,
0,-4,-9,-14,-19,-24,-29,-34,-38,-43,
0,-4,-9,-14,-19,-24,-28,-33,-38,-43,
0,-4,-9,-14,-19,-23,-28,-33,-38,-42,
0,-4,-9,-14,-18,-23,-27,-32,-37,-41,
0,-4,-9,-13,-18,-23,-27,-32,-36,-41,
0,-4,-9,-13,-18,-22,-27,-31,-36,-40,
0,-4,-9,-13,-18,-22,-27,-31,-36,-40,
0,-4,-8,-13,-17,-22,-26,-30,-35,-39,
0,-4,-8,-13,-17,-21,-26,-30,-34,-38,
0,-4,-8,-12,-17,-21,-25,-30,-34,-38,
0,-4,-8,-12,-17,-21,-25,-29,-33,-38,
0,-4,-8,-12,-16,-20,-25,-29,-33,-37,
0,-4,-8,-12,-16,-20,-24,-28,-33,-37,
0,-4,-8,-12,-16,-20,-24,-28,-32,-36,
0,-4,-8,-12,-16,-20,-24,-28,-32,-36,
0,-4,-8,-11,-15,-19,-23,-27,-31,-35,
0,-3,-7,-11,-15,-19,-23,-27,-31,-35,
0,-3,-7,-11,-15,-19,-23,-27,-31,-35,
0,-3,-7,-11,-15,-19,-23,-27,-31,-34,
0,-3,-7,-11,-15,-19,-23,-26,-30,-34,
0,-3,-7,-11,-15,-19,-22,-26,-30,-34,
0,-3,-7,-11,-15,-18,-22,-26,-30,-33,
0,-3,-7,-11,-15,-18,-22,-26,-29,-33,
0,-3,-7,-11,-14,-18,-22,-26,-29,-33,
0,-3,-7,-11,-14,-18,-22,-25,-29,-33,
0,-3,-7,-10,-14,-18,-21,-25,-29,-32,
0,-3,-7,-10,-14,-18,-21,-25,-28,-32,
0,-3,-7,-10,-14,-18,-21,-25,-28,-32,
0,-3,-7,-10,-14,-17,-21,-24,-28,-32,
0,-3,-7,-10,-14,-17,-21,-24,-28,-31,
0,-3,-6,-10,-13,-17,-20,-24,-27,-31,
0,-3,-6,-10,-13,-17,-20,-24,-27,-31,
0,-3,-6,-10,-13,-17,-20,-23,-27,-30,
0,-3,-6,-10,-13,-17,-20,-23,-27,-30,
0,-3,-6,-10,-13,-16,-20,-23,-26,-30,
0,-3,-6,-10,-13,-16,-20,-23,-26,-30,
0,-3,-6,-10,-13,-16,-19,-23,-26,-29,
0,-3,-6,-9,-13,-16,-19,-23,-26,-29,
0,-3,-6,-9,-13,-16,-19,-22,-26,-29,
0,-3,-6,-9,-13,-16,-19,-22,-25,-29,
0,-3,-6,-9,-12,-16,-19,-22,-25,-28,
0,-3,-6,-9,-12,-16,-19,-22,-25,-28,
0,-3,-6,-9,-12,-15,-18,-22,-25,-28,
0,-3,-6,-9,-12,-15,-18,-21,-25,-28,
0,-3,-6,-9,-12,-15,-18,-21,-24,-27,
0,-3,-6,-9,-12,-15,-18,-21,-24,-27,
0,-3,-6,-9,-12,-15,-18,-21,-24,-27,
0,-3,-6,-9,-12,-15,-18,-21,-24,-27,
0,-3,-6,-9,-12,-15,-18,-21,-24,-27,
0,-2,-5,-8,-11,-14,-17,-20,-23,-26,
0,-2,-5,-8,-11,-14,-17,-20,-23,-26,
0,-2,-5,-8,-11,-14,-17,-20,-23,-26,
0,-2,-5,-8,-11,-14,-17,-20,-23,-26,
0,-2,-5,-8,-11,-14,-17,-20,-23,-25,
0,-2,-5,-8,-11,-14,-17,-20,-22,-25,
0,-2,-5,-8,-11,-14,-17,-19,-22,-25,
0,-2,-5,-8,-11,-14,-17,-19,-22,-25,
0,-2,-5,-8,-11,-14,-16,-19,-22,-25,
0,-2,-5,-8,-11,-14,-16,-19,-22,-25,
